ID,FILE,NAME,NAME_ZH,DESC,DESC_ZH
ad7464bb9c3fbaf2e7a91ffba2de0149,[BIOS] Atari 5200 (USA).zip,ZZZ(notgame):5200 Basic - 3- D Maze By Jeffry Johnston,ZZZ（非游戏）：5200 Basic - 3D迷宫 作者：杰弗里·约翰斯顿,,
c840bbf67908fef145870d92e538b375,3-D Asteroids (USA) (Demo).zip,3-D Asteroids (USA) (Demo),3D小行星（美国版）（演示版）,,
e5fc33d41936dd36df8e3efb8df31f05,A.E. (USA) (Proto 1).zip,A.E.,反环境,"A port of the classic computer game, A.E. (Which stands for Anti Environmental) is a most unusual 5200 prototype.  It was never announced by Atari nor was it mentioned in any internal documents. A.E. is an arcade style shooting game in which you have to shoot down waves of evil flying mechanical stingrays in order to save your planet. 
 
The Atari 5200 version only has four levels as opposed to ten that the computer versions boast. The loading times for the levels are also longer due to hardware constraints of the Atari 5200.","经典电脑游戏《反环境》（A.E.，即 Anti Environmental 的缩写）的移植版，是一款极为独特的雅达利 5200 原型游戏。雅达利从未公布过这款游戏，其内部文件中也未提及。《反环境》是一款街机风格的射击游戏，玩家需要击落一波又一波邪恶的飞行机械鳐鱼，以拯救自己的星球。

与电脑版拥有十个关卡不同，雅达利 5200 版仅有四个关卡。由于雅达利 5200 的硬件限制，关卡的加载时间也更长。"
1d304f2263a45a86dff065aea2b1a4f3,"Activision Decathlon, The (USA).zip",The Activision Decathlon,动视十项全能,"Up to four players compete in the ten different events of a real-life decathlon, either in sequence or individually. The events are - 
 
 
100-Meter Dash 
Long Jump 
Shot Put 
High Jump 
400-Meter Race 
110-Meter Hurdles 
Discus Throw 
Pole Vault 
Javelin Throw 
1500-Meter Race","最多四名玩家可以按顺序或单独参加现实生活中十项全能的十个不同项目的比赛。这些项目包括：

100米短跑
跳远
铅球
跳高
400米赛跑
110米跨栏
铁饼投掷
撑杆跳
标枪投掷
1500米赛跑"
84d23af6e60d5604b0e5a6e89c393f06,Asteroids (USA) (Proto) (1982-08-12).zip,Asteroids,小行星,"Trapped in space somewhere between the planets Ortanus and Earth, your ship is suddenly surrounded by a field of massive asteroids. And, as if that weren't enough excitement for one day, a group of alien saucers stage a surprise attack. Quickly you take over the controls to save your ship from imminent doom. You must thrust away from the path of the oncoming asteroids. Put up shields to protect the ship. Hyperspace into thin air. Flip over and get the asteroids attacking from behind. It's all in your hands now. Good luck!",被困在奥塔努斯行星和地球之间的某个太空区域，你的飞船突然被一大片巨大的小行星包围。而且，仿佛这一天的刺激还不够，一群外星飞碟发动了突袭。你迅速接管操控权，让飞船免遭灭顶之灾。你必须加速避开迎面而来的小行星。升起护盾保护飞船。进行超空间跳跃消失得无影无踪。翻转飞船，对付从后方袭来的小行星。现在一切都掌握在你手中了。祝你好运！
10211efc8c72607d5a4a581a9c4e5976,Astro Chase (USA).zip,Astro Chase,太空追击,"As pilot of a spaceship, your job is to save the planet Earth! Eight mega mines are slowly homing in, and you need to destroy them all before they reach Earth. Trying to stop you are a variety of flying saucers which will constantly be chasing you around the planet. Your ship is equipped with lasers which can be used to destroy enemy saucers and the mega mines. Located throughout the space around Earth are eight shield depots; if you fly through one of these, you will temporarily become invincible. Your spaceship also has a limited energy supply; if you get too low on energy, it can be resupplied at one of the generators located in the four corners of the play area. When all of the mega mines have been destroyed, you will move on to the next, faster chase!",作为宇宙飞船的飞行员，你的任务是拯救地球！八枚巨型地雷正缓缓逼近，你需要在它们抵达地球之前将其全部摧毁。各种飞碟会试图阻止你，它们会在地球周围不断追击你。你的飞船配备了激光武器，可用于摧毁敌方飞碟和巨型地雷。地球周围的太空中分布着八个护盾补给站；如果你飞过其中一个，将暂时无敌。你的宇宙飞船能量供应有限；如果能量过低，可以在游戏区域四个角落的发电机处补充能量。当所有巨型地雷都被摧毁后，你将进入下一轮更快节奏的追击！
494b3c1c02af8de17a4fa1d204348bd6,Astrogrover (USA) (Proto).zip,Astro-Grover,太空格罗弗,"Astro-Grover is an educational game for one player based on the Sesame Street franchise. It provides a playful setting in which children practice counting, adding, and subtracting. The game helps children work with numbers in five different ways (How Many Zips?, Beam That Number, Adding Countdown, Take it Away Zips!, Sum Up Sum Down) - assisted by Grover and the Zips from the planet Zap.",《太空格罗弗》是一款基于《芝麻街》系列的单人教育游戏。它营造了一个趣味十足的环境，让孩子们在其中练习数数、加法和减法。在来自扎普星球的格罗弗和齐普斯的帮助下，这款游戏以五种不同的方式（“有多少齐普斯？”、“锁定那个数字”、“加法倒计时”、“拿走齐普斯！”、“求和与求差”）帮助孩子们学习数字运算。
ecf7ed27ca87fbf52a234f89ec042223,Atari PAM - Pete's Test (USA).zip,ZZZ(notgame):Atari PAM - Pete's Test,ZZZ（非游戏）：雅达利PAM - 皮特的测试,,
cc4cc9838eb4aec2743a71e80e2d7fde,Ballblazer (USA) (Beta) (1984-01-20).zip,Ballblazer,球火先锋,"In the year 3037, the most competitive sport in the known universe is Ballblazer. For the first time ever, humans from the planet Earth have won the right to compete in the final round of the Ballblazer Championship, to fight for Earth's honor and the title Masterblazer!
Ballblazer is a 3D futuristic soccer-like game, where the player (inside a Rotofoil) is set on a one-on-one 1,155 square playing field (the Grid). The objective of the player to kick a floating ball (Plasmorb) inside the opponent's goal (Goalbeams). A player may compete against a human or computer opponent.
The Rotofoil is equipped with a multi-purpose forcefield. This forcefield when in short distance of the Plasmorb will act as a pull field, automatically pulling the Plasmorb towards to player. When a player in possession of the Plasmorb shoots, the forcefield will act as push field and launches the ball. When the match starts, the player must move down field and attempt to gain possession of the Plasmorb using the joystick and blast the Plasmorb to an intended direction. 
The player should also be aware that the Goldbeams move slightly every second and the distance between them will shrink. The highest scoring goals are goals made when Goldbeams have disappeared across the horizon (Over The Horizon/OTH shots). A player may also attempt to steal possession of a Plasmorb by rushing beside the opponent and blast the Plasmorb away. The game ends when time runs out or a player wins 10 consecutive goals. If the game ends in a draw, over-time will apply and the first player to score will win the game.
Scoring
Close-in goals - 1 point
Goals near Goldbeams - 2 points
OTH shots - 3 points
Players may steal points from each other by making goals. 
The total combined score of both players cannot accede more than 10 points.
A player winning 10 consecutive points automatically wins the game.","在3037年，已知宇宙中最具竞技性的运动当属“球火先锋”。有史以来第一次，来自地球的人类赢得了参加“球火先锋”锦标赛决赛的资格，为地球的荣誉和“球火大师”的称号而战！
“球火先锋”是一款3D未来风格的类足球游戏，玩家操控一架旋翼机，在一片1155平方的一对一比赛场地（网格场地）上展开对决。玩家的目标是将一个悬浮球（等离子球）踢进对手的球门（光束球门）。玩家可以与人类对手或电脑对手进行比赛。
旋翼机配备了一个多功能力场。当这个力场与等离子球距离较近时，它会充当引力场，自动将等离子球拉向玩家。当玩家控制着等离子球进行射门时，力场会充当推力场，将球发射出去。比赛开始后，玩家必须沿着场地向前移动，使用操纵杆尝试获得等离子球的控制权，并将等离子球射向预定方向。
玩家还应注意，光束球门每秒会轻微移动，且它们之间的距离会逐渐缩小。得分最高的进球是在光束球门消失在地平线之外时打进的（超地平线/OTH射门）。玩家也可以通过冲到对手旁边，将等离子球击飞，从而尝试夺取球权。当比赛时间结束或一名玩家连续打进10个球时，游戏结束。如果比赛平局，则会进行加时赛，率先得分的玩家将赢得比赛。
得分规则
近距离进球 - 1分
靠近光束球门的进球 - 2分
超地平线射门 - 3分
玩家可以通过进球从对方那里夺取分数。
双方玩家的总得分不能超过10分。
一名玩家连续获得10分则自动赢得比赛。"
671e8ddb798bb3f80f2e0ebff2df7a65,Barroom Baseball (USA) (Proto 1).zip,Barroom Baseball,酒吧棒球,"Barroom Baseball was a prototype game coded by Atari in 1983 for use within Atari 5200 arcade machines but it was never released. The game itself is essentially RealSports Baseball modified to remove some of the game options. It was also intended to be a timed game, requiring additional coins or tokens in order to continue with the game. As with RealSports Baseball, Barroom Baseball includes steals, nine different pitch types, hit-and-run plays, synthesized speech, a detailed scoreboard, tag-ups, dirt-colored base paths, the ability to control the speed of pitches and swings of the bat, and other such bells, whistles, and necessities",《酒吧棒球》是雅达利（Atari）于1983年为雅达利5200街机开发的一款原型游戏，但从未发布。这款游戏本质上是《真实体育棒球》（RealSports Baseball）的修改版，移除了一些游戏选项。它原本设定为限时游戏，若要继续游戏则需额外投入硬币或代币。和《真实体育棒球》一样，《酒吧棒球》包含盗垒、九种不同的投球类型、打带跑战术、合成语音、详细的计分板、触垒回垒、土色的垒道、控制投球速度和挥棒速度的功能，以及其他各种特色和必要元素。
