ID,FILE,NAME,NAME_ZH,DESC,DESC_ZH
e5319508631e94d35db3470e6cc74610,"32 in 1 Game Cartridge (Europe, Australia).zip",32 in 1 Game Cartridge,32合1游戏卡带,"This was a cart that was released in PAL format in Europe, Australia and New Zealand. Most were the pack in game with the Atari 2600 in the UK and Atari 7800 in Australia and New Zealand but it was also released as a boxed separate game for the Atari 2600. A different game was selected every time the Atari 2600 or Atari 7800 was turned on.
The games were:
1. UFO (a renaming of U. S. Game's Space Jockey)
2. Flag Capture
3. Human Cannonball
4. Reversi (a renaming of Atari's Othello)
5. Activision's Checkers
6. Slot Racers
7. Blackjack
8. Fishing (a graphic hack of Activision's Fishing Derby in which you are fishing for crabs)
9. Freeway Rabbit (a graphic hack of Activision's Freeway in which you are a rabbit)
10. Space War
11. Fun with Numbers
12. Golf
13. 3-D Tic-Tac-Toe
14. Surround
15. Miniature Golf
16. Activision's Boxing
17. Football
18. Air-Sea Battle
19. Freeway Chicken (a renaming of Activision's Freeway)
20. Activision's Tennis
21. Activision's Skiing
22. Activision's Fishing Derby
23. Sky Diver
24. Bowling
25. Combat
26. Activision's Stampede
27. Activision's Laser Blast
28. Outlaw
29. Slot Machine
30. Basketball
31. Home Run
32. Ant Party (a renaming of CommaVid's Cosmic Swarm)","这是一款以PAL格式发行的卡带，在欧洲、澳大利亚和新西兰发售。在英国，它大多作为雅达利2600的捆绑游戏；在澳大利亚和新西兰，则作为雅达利7800的捆绑游戏。不过，它也以盒装独立游戏的形式为雅达利2600发售。每次打开雅达利2600或雅达利7800时，都会随机选择一款不同的游戏。
这些游戏包括：
1. 《UFO》（美国游戏公司《太空骑士》的重命名版本）
2. 《夺旗》
3. 《人体炮弹》
4. 《黑白棋》（雅达利《奥赛罗棋》的重命名版本）
5. 动视的《西洋跳棋》
6. 《轨道赛车》
7. 《21点》
8. 《钓鱼》（动视《钓鱼大赛》的图形修改版，在游戏中你钓的是螃蟹）
9. 《高速路兔子》（动视《高速路》的图形修改版，在游戏中你扮演一只兔子）
10. 《太空战争》
11. 《数字乐趣》
12. 《高尔夫》
13. 《3D井字棋》
14. 《包围棋》
15. 《迷你高尔夫》
16. 动视的《拳击》
17. 《橄榄球》
18. 《海空大战》
19. 《高速路小鸡》（动视《高速路》的重命名版本）
20. 动视的《网球》
21. 动视的《滑雪》
22. 动视的《钓鱼大赛》
23. 《跳伞者》
24. 《保龄球》
25. 《战斗》
26. 动视的《狂奔》
27. 动视的《激光爆破》
28. 《不法之徒》
29. 《老虎机》
30. 《篮球》
31. 《本垒打》
32. 《蚂蚁派对》（逗号视频公司《宇宙虫群》的重命名版本）"
6edd5e7bef3ed2d9238e7268fb7f8150,3-D Genesis (USA) (Proto).zip,3-D Genesis,3D创世纪,"PEACE THROUGH SUPERIOR FIREPOWER!  
 
In the far future, the planet is overrun with enormous, super insects, who fiercely battle each other for survival. You've chosen a side to fight for, and the enemy has been funneled into a deep crevice, but now you're outnumbered. You put their numbers to the test. They say the meek shall inherit the Earth, but how long can you defend it? 
 
This was originally planned to be 1 of 3 ""3-D"" games on Power-Play Arcade cart #1. A screenshot was shown in a catalog for Amiga's Power System, but no description was included. It was programmed by Dan McElroy and Jerry Lawson in 1983, shelved, and made available for limited release in 2010.","以强大火力换取和平！

在遥远的未来，地球上到处都是巨大的超级昆虫，它们为了生存而激烈争斗。你选择了一方参战，敌人被引入了一条深谷，但现在你寡不敌众。你要考验一下它们的数量优势。有人说温顺者将继承地球，但你能保卫地球多久呢？

这款游戏原本计划作为Power - Play Arcade卡带#1上三款“3D”游戏之一。在Amiga的Power System产品目录中展示过一张截图，但没有相关描述。它由丹·麦克尔罗伊（Dan McElroy）和杰里·劳森（Jerry Lawson）于1983年编程完成，之后被搁置，于2010年进行了限量发行。"
211bfbc98572372f1c17dc77aa8d84b0,3-D Ghost Attack (USA) (Proto).zip,3d Ghost Attack,3D幽灵攻击,"""They say the mansion is haunted, But nobody really knows for sure. And you've just got to find out. Armed with yourphotobeam, you begin your search. Suddenly, there's a flash of light. Then another. And another. They're all around you coming from walls, doors, windows, everywhere. You reach for your trusty photobeam. Now somebody knows for sure...""",人们说那座豪宅闹鬼，但没人能确定。而你就是要一探究竟。你手持光枪，开始了搜寻。突然，一道闪光出现。接着又是一道。然后还有一道。它们从墙壁、门、窗户，四面八方朝你涌来。你伸手握紧那把可靠的光枪。现在，有人能确定了……
afaa6e5451cfb0fe11f2efa475f2593c,3-D Havoc (USA) (Proto).zip,3-D Havoc,3D大破坏,"Your stellar cruiser begins to shudder as the hyperwarp drive suddenly cuts out. Slowing down, you realize you've entered an asteroids field. A BIG asteroid field. You bolt for the high-density laser-pulse inverter. Your only chance is to blast your way out. And you better start now...",当超空间跳跃引擎突然失灵时，你的星际巡洋舰开始剧烈摇晃。速度减慢后，你意识到自己进入了一片小行星带。一片巨大的小行星带。你冲向高密度激光脉冲逆变器。你唯一的出路就是一路轰出一条道来。而且你最好现在就开始……
7e038dc1d6c10d72253ba023beef1f17,3-D Tic-Tac-Toe (Europe).zip,3-D Tic-Tac-Toe,3D井字棋,"The game is similar to the traditional game of tic-tac-toe, but is played on four 4x4 grids stacked vertically; it is basically a computerized version of the board game Qubic using traditional tic-tac-toe notation and layout. To win, a player must place four of their symbols on four squares that line up vertically, horizontally, or diagonally, on a single grid, or spaced evenly over all four grids. This creates a total of 76 possible ways to win, in comparison to eight possible ways to win on a standard 3Ã—3 board. The game has nine variations: it can be played by two players against each other, or one player can play against a built-in AI on one of eight different difficulty settings. The game uses the standard joystick controller.",这款游戏类似于传统的井字棋，但它是在四个垂直堆叠的4x4网格上进行的；它基本上是棋盘游戏《Qubic》的电脑版本，采用了传统井字棋的符号和布局。要获胜，玩家必须在四个方格上放置四个自己的符号，这些方格可以在单个网格上垂直、水平或对角排列，也可以均匀分布在所有四个网格上。与标准3×3棋盘上的八种获胜方式相比，这款游戏总共有76种获胜方式。该游戏有九种玩法：可以由两名玩家相互对战，或者一名玩家可以在八种不同难度设置下与内置的人工智能对战。游戏使用标准的操纵杆控制器。
de61777bd420100a3916b40186030f13,3-D Zapper (USA) (Proto) (1982-12-15).zip,3d Zapper,3D射击游戏,"According to programmer Todd Marshall: 'There was a 3-D space game that I was working on (referred to as 3-D Zapper in company memos). There was a debate at JWDA about 3-D. For some reason, Jim Wickstead was thinking about making a 3-D game. I don't remember why.' The game was unfinished when Todd Marshall left the company.",据程序员托德·马歇尔称：“我当时正在开发一款3D太空游戏（公司备忘录中称为3D射击游戏）。JWDA内部曾就3D展开过一场讨论。出于某种原因，吉姆·威克斯蒂德当时正考虑制作一款3D游戏。我不记得原因了。”托德·马歇尔离开公司时，这款游戏尚未完成。
026cd71be5149e4c645a45b4915d9917,4 Game in One (Europe) (Bit Corporation).zip,Open Sesame,芝麻开门,"Open, Sesame!, known in the USA as ""I Want My Mommy"", is an action platform game. You control Ali Baba (or a Teddy Bear in the USA version), and your goal is to reach the cave of treasures. The treasury entrance is at the top of the screen, and you begin each level at the bottom and need to climb your way up. To do so, you will need to find a good location where you can throw a rope up to the next platform and climb up (there will be a dot on the platform where you can safely throw a rope, two on each floor). Before the treasury can be entered, you need to attach ropes to each of the possible locations. To hinder your progress, there are guards wandering each of the floors. If you're caught, you'll lose a life! To help out, a magic ball will appear on screen from time to time; if caught, this can be used to temporarily freeze a guard. When you successfully enter the treasury you then move on to the next level of gameplay.",《芝麻开门》（在美国名为《我要找妈妈》）是一款动作平台游戏。你将操控阿里巴巴（在美国版中则是一只泰迪熊），目标是抵达宝藏洞穴。宝藏入口位于屏幕顶部，每一关你都从底部开始，需要一路向上攀爬。为此，你需要找到一个合适的位置，将绳索扔到下一个平台上，然后爬上去（平台上会有一个点，你可以安全地将绳索扔到那里，每层有两个这样的点）。在进入宝藏洞穴之前，你需要在每个可能的位置都系上绳索。为了阻碍你的前进，每层都有守卫巡逻。如果你被抓住，就会失去一条命！为了帮助你，屏幕上会时不时出现一个魔法球；如果你抓住它，就可以用它暂时冻住一名守卫。当你成功进入宝藏洞穴后，就可以进入下一关游戏。
0f3c6aa1de60f1ed1a96b98db96e1594,"Abre-te, Sesamo! (Brazil) (En) (Unl).zip",I Want My Mommy,我要妈妈,"Open, Sesame!, known in the USA as ""I Want My Mommy"", is an action platform game. You control Ali Baba (or a Teddy Bear in the USA version), and your goal is to reach the cave of treasures. The treasury entrance is at the top of the screen, and you begin each level at the bottom and need to climb your way up. To do so, you will need to find a good location where you can throw a rope up to the next platform and climb up (there will be a dot on the platform where you can safely throw a rope, two on each floor). Before the treasury can be entered, you need to attach ropes to each of the possible locations. To hinder your progress, there are guards wandering each of the floors. If you're caught, you'll lose a life! To help out, a magic ball will appear on screen from time to time; if caught, this can be used to temporarily freeze a guard. When you successfully enter the treasury you then move on to the next level of gameplay.",《芝麻开门！》（在美国名为“我要妈妈”）是一款动作平台游戏。你将操控阿里巴巴（在美国版中则是一只泰迪熊），目标是抵达宝藏洞穴。宝藏库入口位于屏幕顶部，每一关你都从底部开始，需要一路向上攀爬。为此，你需要找到一个合适的位置，将绳索抛到下一个平台并爬上去（平台上会有一个点，你可以安全地将绳索抛到那里，每层有两个这样的点）。在进入宝藏库之前，你需要在每个可能的位置都系上绳索。为了阻碍你的前进，每层都有守卫巡逻。如果你被抓住，就会失去一条生命！为了帮助你，屏幕上会时不时出现一个魔法球；如果你抓住它，就可以用它暂时冻住一名守卫。当你成功进入宝藏库后，就可以进入下一关游戏。
ec4de89c01a20ed174d7dd015c298fa1,Acid Drop (Europe).zip,Acid Drop,酸滴消消乐,"A falling block game similar to Columns. The object of the game is to create a horizontal or vertical line of three or more blocks of the same color, which will then disappear. The remaining blocks will fall down, but won't disappear if they form another line. Every 10,000 points a special block will appear (the Acid Drop) which removes three columns of blocks and marks the beginning of the next level.",一款类似于《宝石方块》的下落方块游戏。游戏目标是让三个或更多相同颜色的方块连成水平或垂直线，这些方块随后会消失。剩余的方块会掉落，但如果它们又形成了一条线，也不会消失。每获得10000分，就会出现一个特殊方块（酸滴），它会消除三列方块，并标志着进入下一关。
fe2b7b4fd165c82a2fafaf9a6ba5026c,Action Man - Action Force (Europe).zip,Action Force,特种部队行动,"The headquarters of the G.I. Joe Special Mission Forces is under siege by the archenemy COBRA! An evil organization determined to take over the world, COBRA has appeared in the form of a giant cobra snake. Right now, it looms over the camp threatening disaster. So on the double! Man your positions! Defend the camp! Destroy the villain before it's too late!",特种部队特别任务部队的总部正遭到死敌眼镜蛇组织的围攻！眼镜蛇组织是一个妄图统治世界的邪恶组织，它以一条巨型眼镜蛇的形态现身。此刻，它正盘踞在营地之上，预示着灾难即将降临。所以，立刻行动起来！各就各位！保卫营地！趁一切还来得及，消灭这些反派！
